PCON15CD,seat,hanrettyLeave,con_PC_2015,green_PC_2015,lab_PC_2015,ld_PC_2015,pc_PC_2015,snp_PC_2015,ukip_PC_2015,con_NUM_2015,green_NUM_2015,lab_NUM_2015,ld_NUM_2015,pc_NUM_2015,snp_NUM_2015,ukip_NUM_2015,electorate_2015,totalVotes_2015,ukip_candidate,electorate_2017,totalVotes_2017,con_NUM_2017,con_PC_2017,green_NUM_2017,green_PC_2017,lab_NUM_2017,lab_PC_2017,ld_NUM_2017,ld_PC_2017,other_NUM_2017,other_PC_2017,pc_NUM_2017,pc_PC_2017,snp_NUM_2017,snp_PC_2017,ukip_NUM_2017,ukip_PC_2017,turnout_PC_2015,turnout_PC_2017,hanrettyEstimate,age_students_18to24,age_18to24,age_65plus,cob_britain,cob_restOfEurope,cob_restOfWorld,demos_popDens,demos_nationalID,demos_nonWhiteUk,demos_noPassport,demos_religion_xian,demos_religion_muslim,demos_religion_atheist,age_students_18to24_num,age_studentsHome_num,age_studentsTerm_num,age_18to24_num,age_65plus_num,cob_britain_num,cob_restOfEurope_num,cob_restOfWorld_num,demos_popDens_num,demos_nationalID_num,demos_nonWhiteUk_num,demos_noPassport_num,demos_religion_xian_num,demos_religion_muslim_num,demos_religion_atheist_num,age_students_18to24_denom,age_studentsHome_denom,age_studentsTerm_denom,age_18to24_denom,age_65plus_denom,cob_britain_denom,cob_restOfEurope_denom,cob_restOfWorld_denom,demos_popDens_denom,demos_nationalID_denom,demos_nonWhiteUk_denom,demos_noPassport_denom,demos_religion_xian_denom,demos_religion_muslim_denom,demos_religion_atheist_denom,edu_degree_2015,edu_degree_over50,edu_noQuals_2015,edu_students_termTime,edu_students_homeTime,edu_degree_2015_num,edu_degree_over50_num,edu_noQuals_2015_num,edu_students_termTime_num,edu_students_homeTime_num,edu_degree_2015_denom,edu_degree_over50_denom,edu_noQuals_2015_denom,edu_students_termTime_denom,edu_students_homeTime_denom,econ_seg_AB,econ_seg_C1,econ_seg_C2,econ_seg_DE,econ_seg_ABC1,econ_seg_C2DE,econ_intermediate,econ_routineSemiRoutine,econ_routineSemiroutineNone,econ_seg_AB_num,econ_seg_C1_num,econ_seg_C2_num,econ_seg_DE_num,econ_seg_ABC1_num,econ_seg_C2DE_num,econ_intermediate_num,econ_routineSemiRoutine_num,econ_routineSemiroutineNone_num,econ_seg_AB_denom,econ_seg_C1_denom,econ_seg_C2_denom,econ_seg_DE_denom,econ_seg_ABC1_denom,econ_seg_C2DE_denom,econ_routineSemiRoutine_denom,econ_routineSemiroutineNone_denom,econ_intermediate_denom,econ_activityRate_2015,econ_employmentRate_2015,econ_unemploymentRate_2015,econ_unemploymentRateMen_2015,econ_activityRate_2015_num,econ_employmentRate_2015_num,econ_unemploymentRate_2015_num,econ_unemploymentRateMen_2015_num,econ_activityRate_2015_denom,econ_employmentRate_2015_denom,econ_unemploymentRate_2015_denom,econ_unemploymentRateMen_2015_denom,econ_managers_1_2015,econ_professional_2_2015,econ_tech_3_2015,econ_administrative_4_2015,econ_skilledTrades_5_2015,econ_careLeisure_6_2015,econ_sales_7_2015,econ_machines_8_2015,econ_routine_9_2015,econ_managers_1_2015_num,econ_professional_2_2015_num,econ_tech_3_2015_num,econ_administrative_4_2015_num,econ_skilledTrades_5_2015_num,econ_careLeisure_6_2015_num,econ_sales_7_2015_num,econ_machines_8_2015_num,econ_routine_9_2015_num,econ_managers_1_2015_denom,econ_professional_2_2015_denom,econ_tech_3_2015_denom,econ_administrative_4_2015_denom,econ_skilledTrades_5_2015_denom,econ_careLeisure_6_2015_denom,econ_sales_7_2015_denom,econ_machines_8_2015_denom,econ_routine_9_2015_denom,health_badHealth,health_activitiesLimitedALot,health_activiesLimitedAny,health_badHealth_num,health_activitiesLimitedALot_num,health_activiesLimitedAny_num,health_badHealth_denom,health_activitiesLimitedALot_denom,health_activiesLimitedAny_denom,econ_belowLivingWage,econ_medianHousePrice,econ_grossPayFTE
E14000863,Norwich North,57.32,43.71,4.45,33.47,4.34,NA,NA,13.73,19052,1939,14589,1894,NA,NA,5986,64515,43592,0,66924,45895,21900,47.72,782,1.7,21393,46.61,1480,3.22,340,0.74,NA,NA,NA,NA,NA,NA,0.6756878245369294,0.6857778973163589,1,NA,8.49,19.12,93.08,3.19,3.73999999999999,24.14,68.8,15.799999999999997,23,54.5,1,35.7,NA,NA,NA,7414,16704,81305,2784,3263,87352,49e3,8800,20091,47607,874,31185,8700,87352,87352,87352,87352,87352,87352,87352,3618.6,85300,85300,87352,87352,87352,87352,26.6,20.98,2.7,41.83,44.89,6800,3e3,1400,3639,3905,41500,14300,52400,8700,8700,16.21,30.64,24.71,28.44,46.86,53.14,14.41,32.08,32.1,4507,8519,6869,7905,13026,14774,9204,20496,20509.7,27800,27800,27800,27800,27800,27800,63892,63892,63892,84.1,82.5,NA,NA,44100,43200,NA,NA,52400,52400,44100,21200,8.3,12,9.1,10.7,16.5,8.9,12.7,7.8,14.13,3800,5400,4100,4800,7500,4e3,5800,3500,6400,45300,45300,45300,45300,45300,45300,45300,45300,45300,5.25,8.42,19.16,4588,7353,16733,87352,87352,87352,26.9,19e4,23816
E14000864,Norwich South,40.36,23.48,13.93,39.27,13.63,NA,NA,9.37,11379,6749,19033,6607,NA,NA,4539,74875,48463,0,74182,51359,15715,30.6,1492,2.91,31311,60.96,2841,5.53,NA,NA,NA,NA,NA,NA,NA,NA,0.6472520868113523,0.6923377638780297,1,52.23,17.04,15.53,87.06,4.19,8.75,33.58,59.7,19.900000000000006,21.1,45.2,2.1,41.6,8200,NA,NA,16469,15017,84165,4049,8456,96670,46900,21100,20397,43695,2030,40215,15700,96670,96670,96670,96670,96670,96670,96670,2879.21,104e3,104e3,96670,96670,96670,96670,41.6,38.42,8,83.73,49.13,20100,6800,5500,13145,7714,48900,17700,68600,15700,15700,23.43,32.28,16.8,27.49,55.71,44.29,10.5,24.76,24.77,7852,10821,5632,9214,18673,14846,7771,18325,18335.9,33519,33519,33519,33519,33519,33519,74013,74013,74013,72.2,70,3.1,NA,49500,48e3,1600,NA,68600,68600,49500,24400,5.2,23.1,13.6,5.6,8.8,8.4,14.6,7.3,12.73,2600,11400,6700,2800,4300,4200,7200,3600,6300,49500,49500,49500,49500,49500,49500,49500,49500,49500,5.63,8.73,18.49,5443,8442,17877,96670,96670,96670,24.9,196125,28198
E14000582,Boston & Skegness,74.96000000000001,43.8,1.85,16.48,2.34,NA,NA,33.79,18981,800,7142,1015,NA,NA,14645,67064,43339,1,68391,42879,27271,63.6,547,1.28,10699,24.95,771,1.8,283,0.66,NA,NA,NA,NA,3308,7.71,0.6462334486460695,0.626968460762381,1,22.81,7.79,21.59,89.01,8.75,2.25,1.44,69.4,18.599999999999994,28.2,70.3,0.6,21.2,1300,NA,NA,7917,21953,90506,8894,2284,101684,63900,17400,28675,71484,610,21557,5700,101684,101684,101684,101684,101684,101684,101684,70815.67,103800,103800,101684,101684,101684,101684,20.8,8.37,8.7,65.12,78.07,3600,2e3,5600,3712,4450,54700,23900,63600,5700,5700,10.85,24.02,25.27,39.86,34.86,65.14,9.98,39.37,39.39,3195,7074,7444,11741,10269,19185,7434,29324,29341.9,29454,29454,29454,29454,29454,29454,74484,74484,74484,68.3,65,4.7,NA,43700,41700,2100,NA,64e3,64e3,43700,23400,9.4,8.8,3.5,15.7,9.8,8.4,16.1,10.6,17.82,4e3,3800,1500,6800,4200,3600,6900,4600,7700,43200,43200,43200,43200,43200,43200,43200,43200,43200,7.17,11.18,22.73,7295,11368,23117,101684,101684,101684,44.3,145e3,22332
E14000611,Bury North,53.660000000000004,41.94,2.52,41.11,2.06,NA,NA,12.37,18970,1141,18592,932,NA,NA,5595,67580,45230,0,67587,47903,21308,44.48,NA,NA,25683,53.61,912,1.9,NA,NA,NA,NA,NA,NA,NA,NA,0.6692808523231726,0.7087605604628109,1,22.37,8.08,16.31,92.35,1.87,5.78,17.1,66.4,17.700000000000003,16.1,66.4,8.2,18.4,1700,NA,NA,7046,14227,80547,1628,5043,87218,45800,10600,14042,57913,7152,16048,7600,87218,87218,87218,87218,87218,87218,87218,5101.31,77900,77900,87218,87218,87218,87218,38.1,18.31,7.2,57.91,68.39,11100,2600,3500,4401,5198,38100,14200,48100,7600,7600,21.22,31.93,20.29,26.56,53.15,46.85,14.27,25.3,25.32,5829,8770,5573,7295,14599,12868,9111,16157,16168.4,27467,27467,27467,27467,27467,27467,63853,63853,63853,77.8,75.1,3.5,3.2,37600,36300,1300,600,48400,48400,37600,19100,9.6,20.4,13,13.2,8,8.2,8.2,9,10.4,3600,7600,4900,5e3,3e3,3100,3100,3400,3900,37500,37500,37500,37500,37500,37500,37500,37500,37500,5.65,8.87,18.74,4928,7736,16346,87218,87218,87218,26.8,144e3,30431
E14000722,Halesowen & Rowley Regis,66.34,43.21,1.94,36.17,2.07,NA,NA,16.61,18933,849,15851,905,NA,NA,7280,66048,43818,1,68856,44379,23012,51.85,440,0.99,17759,40.02,859,1.94,183,0.41,NA,NA,NA,NA,2126,4.79,0.6634265988372093,0.6445189961659115,1,22.89,8.41,18.57,94.72,0.86,4.42,29.34,72.1,15,23.7,63,4.4,23.4,1900,NA,NA,7345,16217,82707,750,3862,87319,44500,14500,20695,55011,3842,20433,8300,87319,87319,87319,87319,87319,87319,87319,2976.2,85900,85900,87319,87319,87319,87319,22.6,12.23,14.4,52.42,59.28,8200,1700,7600,4351,4920,39700,13900,53200,8300,8300,17.16,30.79,24.87,27.18,47.95,52.05,14.97,30.36,30.38,4387,7870,6356,6949,12257,13305,9460,19184,19197.3,25562,25562,25562,25562,25562,25562,63188,63188,63188,76.9,71.9,6.5,8.6,40900,38200,2600,1900,53200,53200,40900,22500,9.5,19.4,9.7,12.5,11.4,10.6,9.4,5.6,10.85,3700,7500,3800,4900,4400,4100,3600,2200,4200,38700,38700,38700,38700,38700,38700,38700,38700,38700,6.61,9.86,20.36,5773,8613,17780,87319,87319,87319,28.2,152e3,25397
E14000644,Colchester,51.06,38.93,5.14,16.16,27.46,NA,NA,12.08,18919,2499,7852,13344,NA,NA,5870,74204,48593,0,79996,53545,24565,45.88,828,1.55,18888,35.28,9087,16.97,177,0.33,NA,NA,NA,NA,NA,NA,0.6548568810306722,0.6693459672983649,1,NA,11.9,13.29,87.26,4.68,8.06,23.81,62.3,22.400000000000006,17.6,54.4,2,33.8,NA,NA,NA,12927,14435,94772,5088,8750,108610,65400,17600,19115,59084,2172,36710,10900,108610,108610,108610,108610,108610,108610,108610,4560.59,104700,104700,108610,108610,108610,108610,35,9.9,8.1,83.8,70.99,16700,1e3,5200,9134,7738,51300,10100,64100,10900,10900,21.2,35.52,19.41,23.87,56.72,43.28,13.41,24.45,24.46,7609,12750,6965,8567,20359,15532,10836,19748,19757.2,35891,35891,35891,35891,35891,35891,80781,80781,80781,86.3,83.2,3.5,5.3,55300,53400,1900,1500,64100,64100,55300,29e3,10.6,16.6,13.5,13.2,8.6,14.6,5.1,6,11.85,5900,9200,7500,7400,4800,8100,2900,3400,6600,55700,55700,55700,55700,55700,55700,55700,55700,55700,4.36,6.88,15.25,4737,7467,16561,108610,108610,108610,20.7,215e3,28620
E14001044,Wirral West,44.690000000000005,44.15,NA,45.15,3.42,NA,NA,6.62,18481,NA,18898,1433,NA,NA,2772,55377,41858,0,55995,43951,18501,42.09,429,0.98,23866,54.3,1155,2.63,NA,NA,NA,NA,NA,NA,NA,NA,0.7558733770337865,0.7849093669077596,1,61.36,6.51,22.95,96.63,1,2.37,14.44,66.7,4.900000000000006,14.2,72.7,0.4,18.9,2700,NA,NA,4508,15881,66875,693,1641,69209,36100,4700,9828,50315,277,13081,4400,69209,69209,69209,69209,69209,69209,69209,4791.99,73800,73800,69209,69209,69209,69209,44.9,34.27,8.8,77.98,100.02,13500,4900,3800,3431,4401,37300,14300,42900,4400,4400,28.49,33.09,18.06,20.35,61.58,38.42,14.67,20.81,20.83,5550,6446,3519,3965,11996,7484,7195,10208,10216.3,19480,19480,19480,19480,19480,19480,49056,49056,49056,73.4,71.6,2.4,NA,31500,30700,800,NA,42900,42900,31500,14700,12,31.8,11.2,10.2,6.4,11.5,4.4,4.8,7.74,3900,10200,3600,3300,2100,3700,1400,1500,2500,32300,32300,32300,32300,32300,32300,32300,32300,32300,6.39,11.06,21.97,4423,7652,15203,69209,69209,69209,25.4,195e3,NA
E14000620,Carlisle,60.49,44.32,2.64,37.8,2.55,NA,NA,12.39,18873,1125,16099,1087,NA,NA,5277,65827,42587,1,62294,43056,21472,49.87,NA,NA,18873,43.83,1256,2.92,NA,NA,NA,NA,NA,NA,1455,3.38,0.6469533777933067,0.6911741098661187,1,NA,9.37,17.83,95.02,2.73,2.25,4.08,65,7.099999999999994,22.3,68.3,0.5,23.7,NA,NA,NA,8060,15329,81693,2350,1936,85979,22500,8800,19173,58724,430,20377,4100,85979,85979,85979,85979,85979,85979,85979,21065.55,83900,83900,85979,85979,85979,85979,30.2,18.6,7.3,110.51,100.27,10300,4e3,3800,4531,4111,46500,21500,52e3,4100,4100,14.33,27.28,24.09,34.3,41.61,58.39,12.33,35.11,35.13,4087,7782,6871,9783,11869,16654,7841,22336,22351,28523,28523,28523,28523,28523,28523,63615,63615,63615,81.2,80.2,NA,NA,42200,41700,NA,NA,52e3,52e3,42200,21400,6.7,14.7,13.5,12.4,11.1,4.3,11,14.2,11.31,3e3,6600,6100,5600,5e3,2e3,4900,6400,5100,45100,45100,45100,45100,45100,45100,45100,45100,45100,6.17,9.44,19.27,5305,8113,16565,85979,85979,85979,29.1,124950,22977
E14000948,Thanet South,61.63,38.13,2.18,23.76,1.89,NA,NA,32.44,18838,1076,11740,932,NA,NA,16026,70970,49401,1,72342,49753,25262,50.77,809,1.63,18875,37.94,1514,3.04,296,0.59,NA,NA,NA,NA,2997,6.02,0.6960828519092574,0.6877470902103895,1,30.28,7.96,21.01,91.63,4.24,4.14,7.57,67.2,8.400000000000006,19.9,61.1,0.9,28.6,3300,NA,NA,7688,20300,88510,4094,3996,96600,69900,9400,19223,59023,869,27628,10900,96600,96600,96600,96600,96600,96600,96600,12757.2,101200,101200,96600,96600,96600,96600,24.5,9.9,9.3,45.51,49.22,7300,1900,5400,4961,5365,42200,19200,58e3,10900,10900,18.25,29.47,22.72,29.56,47.72,52.28,12.02,27.9,27.91,5293,8547,6589,8572,13840,15161,8212,19054,19065.6,29001,29001,29001,29001,29001,29001,68303,68303,68303,72.7,71.8,NA,NA,42200,41700,NA,NA,58e3,58e3,42200,21e3,15.3,16.9,10.4,7.8,13.4,9.7,13.1,3,10.18,6800,7500,4600,3500,5900,4300,5800,1300,4500,44200,44200,44200,44200,44200,44200,44200,44200,44200,7.05,10.81,22.35,6807,10445,21594,96600,96600,96600,36.9,215e3,23415
E14001029,West Bromwich East,67.59,24.93,1.68,50.19,2,NA,NA,21.2,9347,628,18817,751,NA,NA,7949,63637,37492,0,63833,39098,14951,38.24,533,1.36,22664,57.97,625,1.6,325,0.83,NA,NA,NA,NA,NA,NA,0.5891541084589154,0.6125045039399684,1,19.79,9.12,16.49,83.46,3.95,12.59,31.63,60,44.8,23.2,57,6.4,16,1900,NA,NA,8032,14515,73466,3478,11086,88030,40400,36e3,20423,50177,5634,14085,9600,88030,88030,88030,88030,88030,88030,88030,2782.78,86500,86100,88030,88030,88030,88030,20.4,8.06,24.6,50.05,53.93,7600,1e3,13200,4805,5177,39800,12400,53400,9600,9600,10.68,26.38,25.33,37.61,37.06,62.94,12.25,36.09,36.12,2681,6623,6361,9443,9304,15804,7673,22610,22627.4,25108,25108,25108,25108,25108,25108,62645,62645,62645,72.4,67.8,6.4,5.4,38700,36200,2500,1300,53400,53400,38700,24200,6.6,9.4,16,10.2,14.2,8.4,8.9,11.4,14.97,2500,3500,6e3,3800,5300,3100,3300,4300,5600,37400,37400,37400,37400,37400,37400,37400,37400,37400,7.61,10.96,21.32,6702,9645,18764,88030,88030,88030,27.4,134998,24846
E14000826,Morley & Outwood,59.790000000000006,38.91,2.62,38.04,2.96,NA,NA,16.48,18776,1264,18354,1426,NA,NA,7951,75820,48250,0,76495,52357,26550,50.71,NA,NA,24446,46.69,1361,2.6,NA,NA,NA,NA,NA,NA,NA,NA,0.6363756264837773,0.6844499640499379,1,15,7.4,15.35,96.05,1.38,2.56,14.06,70.7,6.299999999999997,15.3,63.2,0.9,27.7,900,NA,NA,7143,14808,92686,1334,2473,96493,58800,4300,14763,60984,868,26729,6e3,96493,96493,96493,96493,96493,96493,96493,6861.35,100800,100800,96493,96493,96493,96493,28.5,12.38,8.5,65.82,76.68,13100,2600,5400,3949,4601,54100,21e3,64300,6e3,6e3,20.61,34.52,23.43,21.45,55.13,44.87,16.16,26.44,26.45,6559,10987,7456,6826,17546,14282,11645,19046,19058.2,31828,31828,31828,31828,31828,31828,72042,72042,72042,81.6,75,8.1,10.6,52500,48200,4200,3e3,64300,64300,52500,28300,10.3,15.3,13,10.1,13.6,10.1,10.3,8.3,8.28,5100,7600,6400,5e3,6700,5e3,5100,4100,4100,49500,49500,49500,49500,49500,49500,49500,49500,49500,5.13,8.09,17.18,4953,7808,16573,96493,96493,96493,23.9,154e3,29500
E14000885,Preston,56.849999999999994,19.98,4.91,56.04,3.72,NA,NA,15.35,6688,1643,18755,1244,NA,NA,5139,59981,33469,1,57791,35597,8487,23.84,348,0.98,24210,68.01,1204,3.38,NA,NA,NA,NA,NA,NA,1348,3.79,0.5579933645654457,0.6159609627796716,1,27.87,17.12,11.34,84.52,4.39,11.09,35.77,57.2,40.3,21.2,55.4,14,20.9,3400,NA,NA,16228,10752,80111,4160,10509,94780,39900,29700,20093,52508,13269,19809,12200,94780,94780,94780,94780,94780,94780,94780,2649.48,85400,85400,94780,94780,94780,94780,23,NA,19.8,101.7,66.58,9900,NA,11200,12408,8123,41500,12100,56400,12200,12200,12.62,30.34,19.85,37.2,42.96,57.04,11.65,30.71,30.73,3990,9595,6277,11764,13585,18041,8291,21849,21863.9,31626,31626,31626,31626,31626,31626,71152,71152,71152,67.4,62.1,7.9,6.2,38700,35600,3100,1200,57300,57300,38700,19900,4.5,13.8,7,9.8,8.5,8.9,12.3,11.8,23.22,1600,5100,2600,3600,3100,3300,4500,4300,8500,36600,36600,36600,36600,36600,36600,36600,36600,36600,6.91,9.81,19.02,6547,9300,18027,94780,94780,94780,24.8,97e3,20823
E14000878,Peterborough,61.309999999999995,39.69,2.59,35.6,3.77,NA,NA,15.9,18684,1218,16759,1774,NA,NA,7485,72530,47075,0,71522,47738,22343,46.8,848,1.78,22950,48.07,1597,3.35,NA,NA,NA,NA,NA,NA,NA,NA,0.6490417758169034,0.6674589636755124,1,17.31,9.5,13.9,75.95,11.86,12.18,6.59,51.8,39.5,19.9,54.2,13.7,22.5,1800,NA,NA,10959,16039,87661,13690,14063,115414,53300,41200,22967,62554,15812,25968,10400,115414,115414,115414,115414,115414,115414,115414,17501.91,114700,114400,115414,115414,115414,115414,23.1,11.89,9.6,54.64,63.09,10300,2200,7e3,5683,6561,58e3,18500,72900,10400,10400,14.25,26.85,21.11,37.78,41.11,58.89,13.21,34.15,34.17,5001,9424,7409,13259,14425,20668,10919,28220,28237.1,35093,35093,35093,35093,35093,35093,82629,82629,82629,78.5,72.6,7.5,7.9,57200,52900,4300,2500,72900,72900,57200,31500,6,13.8,10.3,7.6,11.5,10.2,8.6,11.6,20.04,3300,7500,5600,4100,6200,5500,4700,6300,10900,54400,54400,54400,54400,54400,54400,54400,54400,54400,5.61,8.15,17.39,6470,9405,20074,115414,115414,115414,31.1,15e4,22282
E14000772,Hull North,59.97,15.02,5.85,52.81,8.99,NA,NA,16.31,5306,2066,18661,3175,NA,NA,5762,64148,35336,1,64666,37102,9363,25.24,644,1.74,23625,63.68,1869,5.04,NA,NA,NA,NA,NA,NA,1601,4.32,0.550851156700131,0.5737481829709584,1,52.15,16.59,11.65,89.43,5.11,5.45,38.26,66.9,14.799999999999997,26.2,52.4,2.3,37,8500,NA,NA,15730,11045,84794,4849,5170,94813,63700,16800,24841,49682,2181,35081,16300,94813,94813,94813,94813,94813,94813,94813,2477.89,102900,102400,94813,94813,94813,94813,24.6,21.47,11.1,73.52,49.12,12800,3500,7900,11984,8006,50300,16300,70800,16300,16300,12.3,28.95,21.42,37.32,41.25,58.75,9.42,32.74,32.77,3919,9224,6825,11890,13143,18715,6727,23391,23407.1,31858,31858,31858,31858,31858,31858,71438,71438,71438,69.9,63.1,9.7,10,49600,44800,4800,2800,71e3,71e3,49600,27400,5.5,17.4,8.3,9.8,12.1,9.4,7.1,9.6,18.86,2500,7900,3800,4400,5500,4300,3300,4400,8600,45600,45600,45600,45600,45600,45600,45600,45600,45600,6.19,8.74,17.56,5870,8288,16648,94813,94813,94813,30.6,116999,22966
E14000801,Luton South,55.44,30.67,2.93,44.2,7.54,NA,NA,12.15,12949,1237,18660,3183,NA,NA,5129,67741,42216,1,67188,46133,14879,32.25,439,0.95,28804,62.44,1056,2.29,160,0.35,NA,NA,NA,NA,795,1.72,0.6231971774848319,0.6866255879026016,1,32.79,12.58,10.4,69.1,8.74,22.16,19.75,40.5,57.2,12.1,46.6,25.3,17.5,4e3,NA,NA,13856,11461,76132,9631,24417,110180,38200,61500,13332,51344,27876,19282,12200,110180,110180,110180,110180,110180,110180,110180,5578.83,111500,111500,110180,110180,110180,110180,30.6,16.09,16.4,96.92,92.07,15600,2800,12100,11824,11233,57900,17400,73800,12200,12200,14.98,30.65,20.62,33.74,45.64,54.36,11.5,26.93,26.95,4970,10167,6841,11191,15137,18032,9278,21721,21734.3,33169,33169,33169,33169,33169,33169,80649,80649,80649,70.8,66.2,6.5,7.3,52300,48900,3400,2200,73900,73900,52300,30600,7.7,12.9,14.1,11.9,13,10.8,6.8,7.7,14.74,3900,6500,7100,6e3,6600,5400,3400,3900,7400,50200,50200,50200,50200,50200,50200,50200,50200,50200,4.81,6.56,14.5,5305,7224,15980,110180,110180,110180,20.7,22e4,29205
E14000955,Southampton Itchen,59.96,41.73,4.2,36.55,3.57,NA,NA,13.44,18656,1876,16340,1595,NA,NA,6010,72281,44710,1,71716,46783,21773,46.54,725,1.55,21742,46.47,1421,3.04,NA,NA,NA,NA,NA,NA,1122,2.4,0.618558127308698,0.6523369959283842,1,26.55,14.51,14.22,88.59,4.79,6.62,50.48,63.9,23.599999999999994,18.9,53.8,2.7,34.2,3e3,NA,NA,14902,14611,91011,4921,6799,102731,57400,23300,19416,55269,2774,35134,11300,102731,102731,102731,102731,102731,102731,102731,2035.19,106600,106600,102731,102731,102731,102731,25.3,13.29,6.7,92.58,62.01,11700,2100,4900,10462,7007,56300,15800,72e3,11300,11300,16.73,31.32,23.3,28.65,48.05,51.95,12.21,28.47,28.48,5710,10689,7952,9780,16399,17732,9423,21979,21991.3,34131,34131,34131,34131,34131,34131,77206,77206,77206,87.3,82.3,5.7,7.4,63200,59600,3600,2400,72400,72400,63200,32500,7.1,10.8,13,9.2,10.4,11.3,11.6,9.7,16.34,4300,6500,7900,5600,6300,6800,7e3,5900,9900,60600,60600,60600,60600,60600,60600,60600,60600,60600,5.39,8.18,17.13,5534,8407,17594,102731,102731,102731,23.4,203e3,26279
E14000617,Cambridge,26.23,15.68,7.94,36.01,34.86,NA,NA,5.15,8117,4109,18646,18047,NA,NA,2668,83384,51774,0,78003,55934,9133,16.33,1265,2.26,29032,51.9,16371,29.27,133,0.24,NA,NA,NA,NA,NA,NA,0.6209104864242541,0.7170749842954758,1,39.42,20.34,11.49,71.44,10.79,17.77,31.71,40.6,30.299999999999997,11.2,44.4,4,38.3,5400,NA,NA,23341,13178,81970,12378,20392,114740,51200,36900,12851,50945,4590,43945,13700,114740,114740,114740,114740,114740,114740,114740,3618.06,116600,116600,114740,114740,114740,114740,64,64.93,5,183.91,97,43700,13700,4200,25196,13289,67300,21100,83900,13700,13700,41.29,27.98,12.22,18.51,69.27,30.73,7.66,15.22,15.23,14204,9624,4203,6367,23828,10570,7005,13925,13931.7,34398,34398,34398,34398,34398,34398,91482,91482,91482,80.8,78.6,2.7,NA,67800,66e3,1800,NA,83900,83900,67800,37200,8.4,41.8,9.5,11.1,9.3,4.6,4.5,4.8,5.9,5800,29100,6600,7800,6500,3200,3100,3300,4100,69500,69500,69500,69500,69500,69500,69500,69500,69500,3.7,5.52,12.98,4246,6339,14889,114740,114740,114740,13.5,414e3,31300
E14000810,Mansfield,70.86,28.16,3.15,39.42,3.48,NA,NA,25.11,13288,1486,18603,1642,NA,NA,11850,77534,47193,1,77811,50157,23392,46.64,NA,NA,22335,44.53,697,1.39,1079,2.15,NA,NA,NA,NA,2654,5.29,0.608674903913122,0.6446003778386089,0,13.08,8.67,17.18,94.8,3.49,1.7,13.62,73.3,8.400000000000006,25.6,61.6,0.5,30.1,1400,NA,NA,9053,17946,99036,3649,1781,104466,60100,13700,26743,64351,522,31444,10700,104466,104466,104466,104466,104466,104466,104466,7669.69,105500,105500,104466,104466,104466,104466,26.4,11.49,4.6,41.45,47.39,9e3,1700,3e3,4435,5071,49600,14800,65300,10700,10700,13.13,26.84,25.65,34.39,39.96,60.04,11.88,36.27,36.29,4323,8838,8446,11327,13161,19773,9167,27983,28001.5,32934,32934,32934,32934,32934,32934,77155,77155,77155,81.6,80.2,NA,NA,53700,52800,NA,NA,65700,65700,53700,26600,4.7,10.4,11.3,9.7,12.7,9.8,8,11.7,21.83,2500,5700,6200,5300,6900,5300,4400,6400,11900,54500,54500,54500,54500,54500,54500,54500,54500,54500,8,12.16,23.75,8354,12708,24808,104466,104466,104466,41.6,128e3,22431
E14001054,Worsley & Eccles South,59.790000000000006,30.09,2.95,44.24,2.62,NA,NA,18.28,12654,1242,18600,1100,NA,NA,7688,72177,42048,0,73692,45642,17667,38.71,842,1.84,26046,57.07,1087,2.38,NA,NA,NA,NA,NA,NA,NA,NA,0.5825678540255206,0.6193616674808663,1,23.76,8.46,15.47,94.49,2.06,3.45,16.57,71.3,12,19.7,69.3,1.3,22.1,2400,NA,NA,8365,15286,93377,2040,3407,98824,66800,13600,19468,68485,1285,21840,10100,98824,98824,98824,98824,98824,98824,98824,5965.71,109700,109600,98824,98824,98824,98824,20.6,6.74,10.8,47.65,52.69,8200,1200,7200,4813,5322,54100,17800,66600,10100,10100,16.22,31.24,21.45,31.09,47.46,52.54,15.02,29.92,29.94,5239,10089,6929,10040,15328,16969,10724,21372,21385.6,32297,32297,32297,32297,32297,32297,71419,71419,71419,73.9,68.3,7.6,6.8,49500,45800,3800,1800,67e3,67e3,49500,26700,8.8,9.1,9.4,12.8,9.5,10.8,14.9,8,15.96,4100,4300,4400,6e3,4500,5100,7e3,3800,7500,47e3,47e3,47e3,47e3,47e3,47e3,47e3,47e3,47e3,7.31,10.96,20.99,7228,10836,20745,98824,98824,98824,31,148e3,25822
